"feature","id","fc","pval","qval"
"gene","Herpud2",0.275805556090861,3.41404633685816e-06,0.022329696873276
"gene","Csad",0.016922908901218,5.16190644994641e-06,0.022329696873276
"gene","Esr1",0.271973888326035,6.61723939754388e-06,0.022329696873276
"gene","Slc30a1",0.0725272778535091,7.45814858826854e-06,0.022329696873276
"gene","Trim24",2.14260499805567,1.0676157266909e-05,0.0266370123809379
"gene","LOC102547109",3.6089525992438,1.65533340856783e-05,0.0354004873232291
"gene","Glyat",0.0115252456414496,3.8878500416728e-05,0.0616532621664307
"gene","LOC100361547",0.0011604076000558,4.24394600111455e-05,0.0616532621664307
"gene","Surf2",19.8025473926431,5.99999551162966e-05,0.0616532621664307
"gene","Clic4",0.3189881313833,6.39082645260691e-05,0.0616532621664307
"gene","Kdelr3",5.13275944550357,7.26049110659766e-05,0.0616532621664307
"gene","Gcgr",0.268725522178173,9.04271382160537e-05,0.0616532621664307
"gene","LOC100363472",0.100509864949539,0.000102639563469342,0.0616532621664307
"gene","LOC102557406",0.261906330650899,0.000102853114244406,0.0616532621664307
"gene","RGD1564482",2.20222454753919,0.000102896309243983,0.0616532621664307
"gene","Pak1ip1",6.22317958368776,0.000103536542158222,0.0616532621664307
"gene","Prodh2",0.0175367243267277,0.00010610074455164,0.0616532621664307
"gene","Hmg20b",2.08250793223584,0.000111750724371418,0.0616532621664307
"gene","Mpst",0.110517918834074,0.00011233746700956,0.0616532621664307
"gene","Btbd2",0.679281322284865,0.000125604746293195,0.0616532621664307
"gene","Slc40a1",0.216740793102514,0.000149504441791848,0.0616532621664307
"gene","Krt10",0.120993929361638,0.000172943119767899,0.0616532621664307
"gene","Etnk2",0.0162414846549612,0.000181106991122504,0.0616532621664307
"gene","Ceacam1",0.183826230899042,0.00019083667183506,0.0616532621664307
"gene","Gpt",0.0426261503652634,0.0001942321574252,0.0616532621664307
"gene","Ac1576",0.0758041974013762,0.000199543801756574,0.0616532621664307
"gene","LOC103691640",0.442716323186804,0.000201198173640948,0.0616532621664307
"gene","Cdk17",6.10434726500896,0.000209194701460635,0.0616532621664307
"gene","Zfp37",0.147909032037491,0.000246687174316751,0.0616532621664307
"gene","Rgs4",52.7686358752508,0.000255237104383355,0.0616532621664307
"gene","Cdip1",0.432711683425301,0.000256854646007776,0.0616532621664307
"gene","Thg1l",14.514267999018,0.000263364890377815,0.0616532621664307
"gene","Serpina5",0.430101090484012,0.000265869682835818,0.0616532621664307
"gene","LOC102552988",0.0524955598310583,0.000265883951921619,0.0616532621664307
"gene","Dusp18",14.0800668125678,0.000274925759584432,0.0616532621664307
"gene","LOC679539",0.238666132907434,0.000283169711159603,0.0616532621664307
"gene","LOC103691375",0.0843753448016612,0.000298251986132425,0.0616532621664307
"gene","Gltpd2",0.0863627937410277,0.000309362391706314,0.0616532621664307
"gene","Adck5",0.144821109628464,0.000311744815685189,0.0616532621664307
"gene","Pik3r2",0.164666685984581,0.000313064186661771,0.0616532621664307
"gene","Hcn3",0.071611151683199,0.000326305757242462,0.0616532621664307
"gene","Naga",0.151830282326858,0.000340230079903026,0.0616532621664307
"gene","Cdh2",0.213170829523881,0.000341712697928931,0.0616532621664307
"gene","Sgsh",1.5153146391949,0.000344525727266509,0.0616532621664307
"gene","Zfp395",0.249613283056834,0.000353352059508483,0.0616532621664307
"gene","Macrod1",0.088540825772993,0.000364977885608297,0.0616532621664307
"gene","Ccdc91",0.728228634438247,0.00037260201425604,0.0616532621664307
"gene","Cnst",5.70725472761357,0.000376713680174112,0.0616532621664307
"gene","Ribc1",22.2206078327542,0.000379661914408413,0.0616532621664307
"gene","LOC299190",2.51471037943212,0.000385008762035177,0.0616532621664307
"gene","Mink1",0.216184636070585,0.000394412012648782,0.0616532621664307
"gene","Pcbp2",0.337984764340659,0.000403910782952099,0.0616532621664307
"gene","Map3k11",0.680829461552813,0.000406491610833504,0.0616532621664307
"gene","RGD1310587",0.107476829787859,0.00041511491787638,0.0616532621664307
"gene","Dph1",3.58455647366355,0.000415294457764892,0.0616532621664307
"gene","Ripk1",0.235411630994647,0.000415775079433356,0.0616532621664307
"gene","Smad7",0.242872350753749,0.000417402627401531,0.0616532621664307
"gene","Npdc1",3.26178762036511,0.000419542036853793,0.0616532621664307
"gene","Lims2",0.14948768317495,0.000422466821914935,0.0616532621664307
"gene","Yy1",0.383972551452887,0.000429072292848609,0.0616532621664307
"gene","Sidt2",0.0865351694102545,0.000445446779047787,0.0616532621664307
